,MonitoringDate,MonitoringLocationIdentifier,COD,DIN,DIP,DO,TPH,pH,month,cluster_kmeans_2,cluster_agglomerative_2,cluster_spectral_2,cluster_kmeans_3,cluster_agglomerative_3,cluster_spectral_3,cluster_kmeans_4,cluster_agglomerative_4,cluster_spectral_4
5119,2017-08-01,853,1.29,0.057,0.004,8.56,0.054,7.96,8,0,0,0,0,0,2,2,0,3
5120,2017-10-01,853,1.04,0.629,0.073,6.34,0.025,8.02,10,1,0,1,1,0,1,1,0,1
5121,2018-05-01,853,0.945,0.567,0.0475,6.96,0.014499999999999999,7.98,5,1,0,1,1,0,1,1,0,1
5122,2018-08-01,853,1.56,0.129,0.016,7.36,0.044,8.06,8,0,0,0,0,0,2,2,0,3
5123,2018-10-01,853,0.52,0.528,0.046,6.42,0.023,8.0,10,1,0,1,1,0,1,1,0,1
5124,2019-05-01,853,0.945,0.567,0.0475,6.96,0.014499999999999999,7.98,5,1,0,1,1,0,1,1,0,1
5125,2019-08-01,853,0.86,0.571,0.054,6.13,0.0,7.87,8,1,0,1,1,0,1,1,0,1
5126,2019-10-01,853,0.54,0.524,0.071,6.4,0.0,7.93,10,1,0,1,1,0,1,1,0,1
5127,2020-04-01,853,0.975,0.171,0.020999999999999998,6.975,0.018,8.190000000000001,4,0,0,0,2,0,2,0,0,3
5128,2020-08-01,853,1.02,0.188,0.025,6.51,0.0,8.04,8,0,0,0,2,0,2,0,0,2
5129,2020-10-01,853,0.71,0.434,0.018,7.57,0.0,8.12,10,0,0,0,2,0,2,0,0,3
5130,2021-05-01,853,0.945,0.567,0.0475,6.96,0.014499999999999999,7.98,5,1,0,1,1,0,1,1,0,1
5131,2021-08-01,853,0.73,0.278,0.029,6.02,0.0,7.85,8,1,0,1,2,0,2,0,0,1
5132,2021-10-01,853,0.77,0.375,0.033,6.03,0.0,7.93,10,1,0,1,2,0,2,0,0,1
5133,2022-04-01,853,0.975,0.171,0.020999999999999998,6.975,0.018,8.190000000000001,4,0,0,0,2,0,2,0,0,3
5134,2022-07-01,853,0.69,0.096,0.015,6.2,0.0,8.07,7,0,0,0,2,0,2,0,3,2
5135,2017-05-01,854,0.58,0.123,0.012,7.67,0.032,8.05,5,0,0,0,2,0,2,2,0,3
5136,2017-08-01,854,0.5,0.079,0.008,6.2,0.015,8.03,8,0,0,0,2,0,2,0,0,2
5137,2017-10-01,854,0.62,0.174,0.027,6.75,0.019,8.01,10,0,0,0,2,0,2,0,0,3
5138,2018-05-01,854,0.63,0.11249999999999999,0.013000000000000001,7.234999999999999,0.011,8.085,5,0,0,0,2,0,2,0,3,2
5139,2018-08-01,854,1.03,0.036,0.005,6.59,0.032,8.06,8,0,0,0,2,0,2,2,0,3
5140,2018-10-01,854,0.64,0.213,0.016,7.19,0.022,8.05,10,0,0,0,2,0,2,0,0,3
5141,2019-05-01,854,0.63,0.11249999999999999,0.013000000000000001,7.234999999999999,0.011,8.085,5,0,0,0,2,0,2,0,3,2
5142,2019-08-01,854,0.67,0.144,0.012,6.33,0.019,8.02,8,0,0,0,2,0,2,0,0,2
5143,2019-10-01,854,0.3,0.145,0.017,7.01,0.0,8.2,10,0,0,0,2,0,2,0,3,2
5144,2020-04-01,854,0.6699999999999999,0.049499999999999995,0.005,7.825,0.0025,8.235,4,0,0,0,2,2,2,0,2,2
5145,2020-08-01,854,0.67,0.079,0.008,6.33,0.015,8.03,8,0,0,0,2,0,2,0,0,2
5146,2020-11-01,854,0.74,0.379,0.029,7.64,0.0,8.09,11,0,0,0,2,0,2,0,0,3
5147,2021-05-01,854,0.63,0.11249999999999999,0.013000000000000001,7.234999999999999,0.011,8.085,5,0,0,0,2,0,2,0,3,2
5148,2021-08-01,854,0.7,0.156,0.022,6.01,0.0,8.05,8,0,0,0,2,0,2,0,0,2
5149,2021-10-01,854,0.5,0.313,0.031,6.82,0.0,8.19,10,0,0,0,2,0,2,0,0,2
5150,2022-04-01,854,0.6699999999999999,0.049499999999999995,0.005,7.825,0.0025,8.235,4,0,0,0,2,2,2,0,2,2
5151,2022-07-01,854,3.63,0.006,0.002,6.85,0.0,8.07,7,0,0,0,0,0,2,3,0,3
5152,2017-05-01,855,0.63,0.106,0.008,7.38,0.047,8.1,5,0,0,0,2,0,2,2,0,3
5153,2017-08-01,855,0.5,0.113,0.013,6.14,0.029,7.99,8,0,0,0,2,0,2,0,0,2
5154,2017-10-01,855,0.32,0.172,0.027,6.8,0.011,7.95,10,0,0,0,2,0,2,0,0,2
5155,2018-05-01,855,0.67,0.106,0.012,7.36,0.009,8.19,5,0,0,0,2,0,2,0,3,2
5156,2018-08-01,855,0.85,0.016,0.004,6.48,0.047,8.07,8,0,0,0,2,0,2,2,0,3
5157,2018-10-01,855,0.48,0.178,0.017,7.13,0.008,8.04,10,0,0,0,2,0,2,0,3,2
5158,2019-05-01,855,0.67,0.106,0.012,7.36,0.009,8.19,5,0,0,0,2,0,2,0,3,2
5159,2019-08-01,855,0.85,0.125,0.014,6.49,0.012,8.02,8,0,0,0,2,0,2,0,0,3
5160,2019-10-01,855,0.43,0.171,0.016,7.0,0.01,8.19,10,0,0,0,2,0,2,0,3,2
5161,2017-05-01,856,0.54,0.541,0.036,6.4,0.018,8.12,5,0,0,0,2,0,2,0,0,3
5162,2017-08-01,856,0.86,0.542,0.031,5.85,0.024,7.94,8,1,0,1,1,0,1,1,0,1
5163,2017-10-01,856,0.29,0.685,0.041,6.45,0.077,8.03,10,1,0,1,1,0,1,2,0,3
5164,2018-05-01,856,0.635,0.6935,0.0385,6.46,0.028999999999999998,8.03,5,1,0,1,1,0,1,1,0,1
5165,2018-08-01,856,0.64,0.13,0.013,6.46,0.016,8.08,8,0,0,0,2,0,2,0,3,2
5166,2018-10-01,856,0.54,0.72,0.038,6.38,0.025,7.93,10,1,0,1,1,0,1,1,0,1
5167,2019-04-01,856,1.54,0.283,0.01,7.54,0.012,7.82,4,1,0,0,0,0,2,2,0,3
5168,2019-08-01,856,0.24,0.611,0.026,5.85,0.013,7.89,8,1,0,0,2,0,2,0,0,3
5169,2019-10-01,856,0.88,0.444,0.029,6.5,0.0,7.9,10,1,0,1,1,0,1,1,0,1
5170,2017-05-01,857,0.3,0.087,0.005,7.12,0.025,8.13,5,0,0,0,2,0,2,0,3,2
5171,2017-08-01,857,0.46,0.0785,0.0105,6.4399999999999995,0.035,8.085,8,0,0,0,2,0,2,2,0,2
5172,2017-11-01,857,0.27,0.133,0.023,7.38,0.039,8.13,11,0,0,0,2,0,2,2,0,2
5173,2018-05-01,857,0.3,0.087,0.012,7.11,0.033,8.13,5,0,0,0,2,0,2,0,3,2
5174,2018-08-01,857,0.46,0.104,0.014,6.17,0.042,8.11,8,0,0,0,2,0,2,2,0,3
5175,2018-10-01,857,1.11,0.185,0.02,8.76,0.017,8.06,10,0,0,0,0,0,0,3,0,3
5176,2019-05-01,857,0.3,0.087,0.012,7.11,0.033,8.13,5,0,0,0,2,0,2,0,3,2
5177,2019-09-01,857,0.68,0.539,0.056,5.85,0.007,7.88,9,1,0,1,1,0,1,1,0,1
5178,2019-10-01,857,2.86,0.203,0.022,6.62,0.01,7.99,10,1,0,1,1,0,1,2,0,3
5179,2017-05-01,858,0.36,0.472,0.031,6.66,0.019,8.06,5,0,0,0,2,0,2,0,0,3
5180,2017-08-01,858,1.24,0.354,0.021,6.73,0.033,8.02,8,1,0,0,2,0,2,2,0,3
5181,2017-10-01,858,0.4,0.451,0.033,6.88,0.027,8.17,10,0,0,0,2,0,2,2,0,3
5182,2018-05-01,858,0.69,0.167,0.026,7.11,0.012,8.02,5,0,0,0,2,0,2,0,0,3
5183,2018-08-01,858,1.33,0.231,0.017,5.64,0.014,8.08,8,0,0,0,2,0,2,2,0,3
5184,2018-10-01,858,0.91,0.255,0.02,6.58,0.025,8.04,10,0,0,0,2,0,2,2,0,3
5185,2019-05-01,858,0.69,0.167,0.026,7.11,0.012,8.02,5,0,0,0,2,0,2,0,0,3
5186,2019-09-01,858,1.12,1.444,0.079,5.53,0.009,7.83,9,1,1,1,1,1,1,1,1,1
5187,2019-10-01,858,1.06,0.342,0.035,6.77,0.01,8.08,10,0,0,1,2,0,2,0,0,3
5188,2020-04-01,858,0.83,0.081,0.016,7.53,0.0,8.24,4,0,0,0,2,0,2,0,3,2
5189,2020-08-01,858,0.84,0.094,0.029,6.32,0.0,7.98,8,0,0,0,2,0,2,0,0,2
5190,2020-10-01,858,0.72,0.377,0.041,6.46,0.0,8.08,10,0,0,1,2,0,2,0,0,3
5191,2021-05-01,858,0.69,0.167,0.026,7.11,0.012,8.02,5,0,0,0,2,0,2,0,0,3
5192,2021-08-01,858,0.88,0.176,0.028,6.14,0.007,7.88,8,0,0,0,2,0,2,0,0,3
5193,2021-10-01,858,0.82,0.078,0.031,7.62,0.0,8.04,10,0,0,0,2,0,2,0,0,3
5194,2022-05-01,858,0.69,0.161,0.026,7.34,0.0,7.98,5,0,0,0,2,0,2,0,0,2
5195,2022-07-01,858,0.97,0.205,0.008,7.85,0.0,8.4,7,0,0,0,0,0,2,3,3,3
5196,2017-05-01,859,0.29,0.167,0.015,6.4,0.022,8.05,5,0,0,0,2,0,2,0,0,2
5197,2017-08-01,859,1.06,0.434,0.009,6.26,0.039,8.01,8,0,0,0,2,0,2,2,0,3
5198,2017-10-01,859,0.48,0.311,0.022,6.92,0.033,8.09,10,0,0,0,2,0,2,2,0,3
5199,2018-05-01,859,0.51,0.137,0.014,7.15,0.014,8.05,5,0,0,0,2,0,2,0,3,2
5200,2018-08-01,859,0.44,0.094,0.013,6.22,0.011,8.02,8,0,0,0,2,0,2,0,0,2
5201,2018-10-01,859,0.84,0.268,0.018,6.36,0.03,8.01,10,0,0,0,2,0,2,2,0,3
5202,2019-05-01,859,0.51,0.137,0.014,7.15,0.014,8.05,5,0,0,0,2,0,2,0,3,2
5203,2019-09-01,859,0.79,0.582,0.029,6.32,0.0,7.87,9,1,0,1,1,0,1,1,0,1
5204,2019-10-01,859,1.03,0.161,0.019,7.06,0.0,7.96,10,0,0,0,2,0,2,0,0,3
5205,2020-04-01,859,0.59,0.009,0.003,7.74,0.0,8.16,4,0,0,0,2,0,2,0,3,2
5206,2020-08-01,859,0.87,0.021,0.012,6.68,0.0,7.92,8,0,0,0,2,0,2,0,0,2
5207,2020-10-01,859,0.67,0.209,0.025,6.82,0.0,8.01,10,0,0,0,2,0,2,0,0,2
5208,2021-05-01,859,0.51,0.137,0.014,7.15,0.014,8.05,5,0,0,0,2,0,2,0,3,2
5209,2021-08-01,859,0.7,0.141,0.027,6.25,0.008,7.93,8,0,0,0,2,0,2,0,0,2
5210,2021-10-01,859,0.43,0.045,0.031,7.81,0.0,8.02,10,0,0,0,2,0,2,0,0,3
5211,2022-05-01,859,0.51,0.115,0.011,7.35,0.0,8.0,5,0,0,0,2,0,2,0,0,2
5212,2022-07-01,859,0.42,0.091,0.011,6.51,0.0,8.35,7,0,0,0,2,0,2,0,3,2
5213,2017-05-01,860,0.31,0.397,0.063,7.24,0.022,8.07,5,1,0,1,1,0,1,1,0,1
5214,2017-08-01,860,0.48,0.124,0.016,5.64,0.03,8.14,8,0,0,0,2,0,2,0,3,2
5215,2017-10-01,860,0.38,0.441,0.056,7.02,0.03,8.12,10,1,0,1,1,0,1,2,0,1
5216,2018-05-01,860,0.42,0.321,0.044,6.93,0.014,8.0,5,0,0,1,2,0,1,0,0,1
5217,2018-08-01,860,0.54,0.167,0.041,5.64,0.022,8.0,8,0,0,0,2,0,2,0,0,3
5218,2018-10-01,860,0.75,0.248,0.039,6.52,0.026,8.0,10,1,0,1,2,0,2,2,0,3
5219,2019-05-01,860,0.42,0.321,0.044,6.93,0.014,8.0,5,0,0,1,2,0,1,0,0,1
5220,2019-09-01,860,0.86,0.574,0.125,5.38,0.009,7.91,9,1,0,1,1,0,1,1,0,1
5221,2019-10-01,860,1.87,0.294,0.079,6.53,0.01,7.8,10,1,1,1,1,1,1,1,1,1
5222,2020-04-01,860,0.85,0.16,0.044,7.86,0.01,8.05,4,0,0,0,2,0,2,0,0,3
5223,2020-08-01,860,1.0,0.008,0.013,8.43,0.0,7.91,8,0,0,0,0,0,2,3,0,3
5224,2020-10-01,860,0.65,0.287,0.042,7.53,0.0,8.14,10,0,0,0,2,0,2,0,0,3
5225,2021-05-01,860,0.42,0.321,0.044,6.93,0.014,8.0,5,0,0,1,2,0,1,0,0,1
5226,2021-08-01,860,1.09,0.219,0.029,6.18,0.005,7.83,8,1,0,1,1,0,2,1,0,3
5227,2021-10-01,860,0.93,0.019,0.038,6.6,0.0,7.94,10,0,0,0,2,0,2,0,0,3
5228,2022-05-01,860,0.78,0.099,0.024,7.34,0.0,8.07,5,0,0,0,2,0,2,0,0,3
5229,2022-07-01,860,0.58,0.028,0.012,6.4,0.0,8.09,7,0,0,0,2,0,2,0,3,2
5230,2017-05-01,861,0.4,0.119,0.046,6.06,0.017,8.03,5,0,0,1,2,0,1,0,0,1
5231,2017-08-01,861,0.65,0.273,0.022,6.23,0.025,8.11,8,0,0,0,2,0,2,2,0,3
5232,2017-10-01,861,0.43,0.486,0.064,6.84,0.031,8.13,10,1,0,1,1,0,1,1,0,1
5233,2018-05-01,861,0.47000000000000003,0.1075,0.06,6.8,0.0145,8.05,5,0,0,1,2,0,1,0,0,1
5234,2018-08-01,861,0.5,0.19,0.028,5.54,0.036,8.11,8,0,0,0,2,0,2,2,0,2
5235,2018-10-01,861,0.67,0.215,0.026,6.64,0.031,8.01,10,0,0,0,2,0,2,2,0,3
5236,2019-05-01,861,0.47000000000000003,0.1075,0.06,6.8,0.0145,8.05,5,0,0,1,2,0,1,0,0,1
5237,2019-09-01,861,0.61,0.29,0.029,5.67,0.021,7.81,9,1,0,1,2,0,1,2,0,1
5238,2019-10-01,861,0.78,0.276,0.101,6.81,0.0,7.85,10,1,0,1,1,0,1,1,0,1
5239,2020-04-01,861,0.63,0.025,0.0495,7.53,0.0,8.24,4,0,0,0,2,0,2,0,0,3
5240,2020-08-01,861,1.42,0.301,0.107,5.52,0.004,7.8,8,1,0,1,1,0,1,1,0,1
5241,2020-10-01,861,0.69,0.361,0.043,6.43,0.006,7.92,10,1,0,1,1,0,1,1,0,1
5242,2021-05-01,861,0.47000000000000003,0.1075,0.06,6.8,0.0145,8.05,5,0,0,1,2,0,1,0,0,1
5243,2021-08-01,861,0.54,0.268,0.099,6.11,0.007,7.84,8,1,0,1,1,0,1,1,0,1
5244,2021-10-01,861,0.69,0.198,0.115,6.1,0.0,8.03,10,1,0,1,1,0,1,1,0,1
5245,2022-04-01,861,0.63,0.025,0.0495,7.53,0.0,8.24,4,0,0,0,2,0,2,0,0,3
5246,2022-07-01,861,1.37,0.003,0.033,7.95,0.0,8.42,7,0,0,0,0,0,2,3,0,3
5247,2019-05-01,862,0.453,0.175,0.007,7.28,0.019,8.18,5,0,0,0,2,0,2,0,3,2
5248,2019-08-01,862,0.467,0.058,0.009,6.65,0.02,8.21,8,0,0,0,2,0,2,0,3,2
5249,2019-10-01,862,0.773,0.065,0.011,6.8,0.026,8.12,10,0,0,0,2,0,2,0,3,3
5250,2020-05-01,862,0.39,0.07,0.004,7.87,0.015,8.18,5,0,0,0,2,0,2,0,3,2
5251,2020-07-01,862,0.14,0.016,0.003,7.39,0.017,8.15,7,0,0,0,2,0,2,0,3,2
5252,2020-11-01,862,0.32,0.26,0.01,7.34,0.0155,8.149999999999999,11,0,0,0,2,0,2,0,3,2
5253,2021-04-01,862,0.61,0.108,0.007,8.34,0.005,8.23,4,0,0,0,0,2,2,3,2,3
5254,2021-07-01,862,0.44,0.031,0.003,7.24,0.007,8.24,7,0,0,0,2,0,2,0,3,2
5255,2021-11-01,862,0.32,0.26,0.01,7.34,0.0155,8.149999999999999,11,0,0,0,2,0,2,0,3,2
5256,2022-05-01,862,0.46,0.055,0.003,7.87,0.047,8.18,5,0,0,0,2,0,2,2,0,3
5257,2022-07-01,862,0.44,0.037,0.003,7.09,0.007,8.24,7,0,0,0,2,0,2,0,3,2
5258,2019-05-01,863,0.92,0.782,0.021,7.42,0.027,8.08,5,1,0,1,1,0,1,2,0,1
5259,2019-08-01,863,0.8,0.416,0.026,6.33,0.028,8.08,8,0,0,0,2,0,2,2,0,3
5260,2019-10-01,863,1.52,0.441,0.057,6.79,0.027,7.92,10,1,0,1,1,0,1,1,0,1
5261,2020-05-01,863,0.84,0.612,0.018,7.54,0.027,8.08,5,0,0,0,2,0,2,2,0,3
5262,2020-08-01,863,0.8,0.394,0.019,6.33,0.019,8.05,8,0,0,0,2,0,2,2,0,3
5263,2020-11-01,863,0.84,0.571,0.029,7.81,0.022,8.01,11,1,0,1,1,0,1,2,0,1
5264,2021-04-01,863,0.96,0.557,0.005,8.02,0.012,8.13,4,0,0,0,0,0,2,3,0,3
5265,2021-08-01,863,0.98,0.383,0.019,5.61,0.009,8.05,8,0,0,0,2,0,2,0,0,3
5266,2021-10-01,863,0.35,0.698,0.034,6.88,0.006,8.07,10,0,0,1,2,0,2,0,0,3
5267,2022-05-01,863,0.84,0.593,0.018,7.54,0.005,8.2,5,0,0,0,2,0,2,0,0,3
5268,2022-07-01,863,1.18,0.232,0.001,7.34,0.031,8.58,7,0,0,0,0,0,2,2,3,3
5269,2019-05-01,864,0.78,0.525,0.013,7.07,0.022,8.11,5,0,0,0,2,0,2,2,0,3
5270,2019-08-01,864,0.62,0.113,0.012,6.27,0.021,8.16,8,0,0,0,2,0,2,0,3,2
5271,2019-10-01,864,0.68,0.163,0.013,6.55,0.026,8.09,10,0,0,0,2,0,2,0,0,2
5272,2019-05-01,865,0.74,0.276,0.01,7.12,0.025,8.2,5,0,0,0,2,0,2,2,3,3
5273,2019-08-01,865,0.92,0.034,0.004,7.04,0.023,8.3,8,0,0,0,2,0,2,0,3,3
5274,2019-10-01,865,0.72,0.243,0.023,6.66,0.026,8.05,10,0,0,0,2,0,2,2,0,3
5275,2020-05-01,865,0.74,0.276,0.007,9.12,0.025,8.25,5,0,0,0,0,2,2,3,2,3
5276,2020-08-01,865,0.8400000000000001,0.027500000000000004,0.0035,7.34,0.014499999999999999,8.24,8,0,0,0,2,0,2,0,0,2
5277,2020-11-01,865,0.53,0.479,0.031,7.96,0.014,7.97,11,0,0,1,2,0,1,0,0,1
5278,2021-04-01,865,0.88,0.227,0.004,8.57,0.004,8.26,4,0,0,0,0,2,0,3,2,3
5279,2021-07-01,865,0.75,0.027,0.001,7.91,0.0115,8.254999999999999,7,0,0,0,2,0,2,0,3,3
5280,2021-10-01,865,0.615,0.3005,0.0285,6.79,0.015,8.075,10,0,0,0,2,0,2,0,0,3
5281,2022-05-01,865,2.18,0.458,0.007,9.95,0.008,8.25,5,0,0,0,0,2,0,3,2,3
5282,2022-07-01,865,1.08,0.027,0.001,8.87,0.01,8.35,7,0,0,0,0,2,0,3,2,3
5283,2019-05-01,866,0.6,0.114,0.004,7.06,0.019,8.2,5,0,0,0,2,0,2,0,3,2
5284,2019-08-01,866,0.787,0.061,0.005,6.79,0.019,8.26,8,0,0,0,2,0,2,0,3,2
5285,2019-10-01,866,0.72,0.099,0.018,6.79,0.025,8.18,10,0,0,0,2,0,2,0,0,2
5286,2020-05-01,866,0.44,0.094,0.005,7.12,0.014,8.17,5,0,0,0,2,0,2,0,3,2
5287,2020-07-01,866,0.14,0.026,0.004,7.07,0.02,8.17,7,0,0,0,2,0,2,0,3,2
5288,2020-11-01,866,0.425,0.2475,0.011,7.415,0.015,8.165,11,0,0,0,2,0,2,0,3,2
5289,2021-04-01,866,0.48,0.09,0.003,8.22,0.004,8.24,4,0,0,0,2,2,2,0,2,3
5290,2021-07-01,866,0.41,0.026,0.005,7.07,0.005,8.17,7,0,0,0,2,0,2,0,3,2
5291,2021-11-01,866,0.425,0.2475,0.011,7.415,0.015,8.165,11,0,0,0,2,0,2,0,3,2
5292,2022-05-01,866,0.74,0.112,0.004,7.99,0.038,8.27,5,0,0,0,2,0,2,2,3,3
5293,2022-07-01,866,0.41,0.102,0.009,6.35,0.005,8.16,7,0,0,0,2,0,2,0,3,2
5294,2019-05-01,867,0.66,0.364,0.012,6.97,0.026,8.09,5,0,0,0,2,0,2,2,0,3
5295,2019-08-01,867,0.46,0.197,0.02,6.98,0.029,8.02,8,0,0,0,2,0,2,2,0,3
5296,2019-10-01,867,0.56,0.252,0.031,7.03,0.03,8.03,10,0,0,0,2,0,2,2,0,3
5297,2020-05-01,867,0.66,0.15,0.012,6.97,0.009,8.09,5,0,0,0,2,0,2,0,3,2
5298,2020-08-01,867,0.94,0.082,0.018,6.98,0.028,8.06,8,0,0,0,2,0,2,2,0,3
5299,2020-10-01,867,0.59,0.516,0.035,7.62,0.043,8.0,10,1,0,1,1,0,1,2,0,1
5300,2021-05-01,867,0.58,0.15,0.012,7.49,0.009,8.24,5,0,0,0,2,0,2,0,3,2
5301,2021-07-01,867,0.56,0.097,0.014,5.58,0.017,8.16,7,0,0,0,2,0,2,0,3,2
5302,2021-10-01,867,0.56,0.337,0.035,7.5,0.03,8.03,10,0,0,0,2,0,2,2,0,3
5303,2022-04-01,867,0.68,0.108,0.005,7.34,0.032,8.22,4,0,0,0,2,0,2,2,3,3
5304,2022-07-01,867,0.7,0.29,0.03,5.71,0.026,8.08,7,0,0,0,2,0,2,2,0,3
5305,2019-05-01,868,0.7,0.113,0.006,7.23,0.023,8.21,5,0,0,0,2,0,2,0,3,2
5306,2019-08-01,868,0.8,0.112,0.011,6.23,0.023,8.16,8,0,0,0,2,0,2,0,3,2
5307,2019-10-01,868,0.76,0.191,0.039,6.82,0.024,8.1,10,0,0,0,2,0,2,2,0,3
5308,2020-05-01,868,0.52,0.065,0.005,7.03,0.017,8.15,5,0,0,0,2,0,2,0,3,2
5309,2020-07-01,868,0.22,0.057,0.01,6.04,0.017,8.08,7,0,0,0,2,0,2,0,3,2
5310,2020-11-01,868,0.525,0.263,0.011,7.529999999999999,0.018,8.18,11,0,0,0,2,0,2,0,0,2
5311,2021-04-01,868,0.6,0.125,0.004,7.68,0.005,8.19,4,0,0,0,2,0,2,0,3,2
5312,2021-07-01,868,0.35,0.057,0.011,6.01,0.012,8.11,7,0,0,0,2,0,2,0,3,2
5313,2021-11-01,868,0.525,0.263,0.011,7.529999999999999,0.018,8.18,11,0,0,0,2,0,2,0,0,2
5314,2022-05-01,868,1.94,0.076,0.004,9.61,0.011,8.33,5,0,0,0,0,2,0,3,2,3
5315,2022-07-01,868,0.59,0.108,0.011,6.01,0.012,8.11,7,0,0,0,2,0,2,0,3,2
5316,2019-05-01,869,0.547,0.198,0.009,7.16,0.02,8.18,5,0,0,0,2,0,2,0,0,2
5317,2019-08-01,869,0.46,0.05,0.006,7.18,0.022,8.24,8,0,0,0,2,0,2,0,3,2
5318,2019-10-01,869,0.62,0.231,0.039,6.74,0.026,8.02,10,0,0,0,2,0,2,2,0,3
5319,2020-05-01,869,1.01,0.128,0.006,8.38,0.02,8.27,5,0,0,0,0,0,2,3,0,3
5320,2020-08-01,869,0.645,0.029500000000000002,0.003,7.3149999999999995,0.0225,8.23,8,0,0,0,2,0,2,0,3,2
5321,2020-11-01,869,0.46,0.392,0.022,7.47,0.03,8.01,11,0,0,0,2,0,2,2,0,3
5322,2021-04-01,869,0.71,0.254,0.019,8.5,0.005,8.16,4,0,0,0,0,0,2,3,3,3
5323,2021-07-01,869,0.885,0.0395,0.001,8.305,0.0035,8.245000000000001,7,0,0,0,0,2,0,3,2,3
5324,2021-10-01,869,0.485,0.2915,0.0385,6.79,0.013,8.059999999999999,10,0,0,1,2,0,2,0,0,3
5325,2022-05-01,869,2.57,0.128,0.006,9.92,0.004,8.4,5,0,0,0,0,2,0,3,2,3
5326,2022-07-01,869,1.1,0.031,0.0,9.51,0.007,8.32,7,0,0,0,0,2,0,3,2,3
5327,2019-05-01,870,0.48,0.055,0.002,7.5,0.018,8.21,5,0,0,0,2,0,2,0,3,2
5328,2019-08-01,870,0.4,0.056,0.004,6.76,0.018,8.28,8,0,0,0,2,0,2,0,3,2
5329,2019-10-01,870,0.96,0.071,0.006,6.93,0.026,8.24,10,0,0,0,2,0,2,2,0,3
5330,2020-05-01,870,1.0,0.026,0.0,7.64,0.047,8.18,5,0,0,0,2,0,2,2,0,3
5331,2020-07-01,870,0.82,0.019,0.002,7.09,0.027,8.12,7,0,0,0,2,0,2,2,3,3
5332,2020-11-01,870,0.35,0.0745,0.0065,7.199999999999999,0.0135,8.165,11,0,0,0,2,0,2,0,3,2
5333,2021-04-01,870,0.59,0.061,0.007,7.82,0.005,8.19,4,0,0,0,2,2,2,0,2,2
5334,2021-07-01,870,0.72,0.022,0.002,7.4,0.005,8.26,7,0,0,0,2,2,2,0,2,2
5335,2021-11-01,870,0.35,0.0745,0.0065,7.199999999999999,0.0135,8.165,11,0,0,0,2,0,2,0,3,2
5336,2022-05-01,870,0.74,0.051,0.004,7.46,0.035,8.06,5,0,0,0,2,0,2,2,0,3
5337,2022-07-01,870,0.72,0.05,0.002,7.4,0.005,8.26,7,0,0,0,2,2,2,0,2,2
5338,2019-05-01,871,0.78,0.953,0.041,7.38,0.009,7.91,5,1,0,1,1,0,1,1,0,1
5339,2019-08-01,871,0.405,0.427,0.024,6.1,0.015,7.82,8,1,0,1,2,0,2,0,0,3
5340,2019-10-01,871,0.925,0.519,0.036,6.41,0.0,7.82,10,1,0,1,1,0,1,1,0,1
5341,2019-04-01,872,0.445,0.136,0.011,8.07,0.004,8.07,4,0,0,0,2,0,2,0,3,2
5342,2019-08-01,872,0.413,0.074,0.01,6.21,0.011,8.03,8,0,0,0,2,0,2,0,0,2
5343,2019-10-01,872,0.64,0.084,0.011,6.57,0.0,8.08,10,0,0,0,2,0,2,0,3,2
5344,2020-05-01,872,0.75,0.08,0.005,7.69,0.023,8.15,5,0,0,0,2,0,2,0,0,3
5345,2020-07-01,872,0.56,0.008,0.007,7.62,0.021,8.15,7,0,0,0,2,0,2,0,3,2
5346,2020-11-01,872,0.62,0.252,0.017,7.62,0.013,8.16,11,0,0,0,2,0,2,0,0,3
5347,2021-04-01,872,0.3775,0.10350000000000001,0.006999999999999999,7.99,0.002,8.14,4,0,0,0,2,0,2,0,3,2
5348,2021-07-01,872,0.56,0.009,0.006,7.62,0.0,8.15,7,0,0,0,2,0,2,0,3,2
5349,2021-10-01,872,0.605,0.052500000000000005,0.0065,7.4,0.0,8.135,10,0,0,0,2,0,2,0,3,2
5350,2022-05-01,872,0.41,0.041,0.001,7.37,0.0,8.16,5,0,0,0,2,0,2,0,3,2
5351,2022-07-01,872,0.78,0.015,0.0,6.74,0.0,8.21,7,0,0,0,2,0,2,0,3,2
5352,2019-04-01,873,0.543,0.237,0.013,7.84,0.018,7.95,4,0,0,0,2,0,2,0,0,3
5353,2019-08-01,873,0.57,0.131,0.016,6.44,0.01,7.96,8,0,0,0,2,0,2,0,0,2
5354,2019-10-01,873,0.57,0.221,0.022,6.6,0.0,7.97,10,0,0,0,2,0,2,0,0,2
5355,2020-05-01,873,1.06,0.114,0.009,8.45,0.016,8.19,5,0,0,0,0,0,2,3,0,3
5356,2020-07-01,873,1.54,0.02,0.008,7.15,0.024,8.18,7,0,0,0,0,0,2,2,0,3
5357,2020-11-01,873,0.46,0.272,0.024,7.67,0.032,8.07,11,0,0,0,2,0,2,2,0,3
5358,2021-04-01,873,0.41150000000000003,0.22199999999999998,0.014499999999999999,7.765000000000001,0.009,8.045,4,0,0,0,2,0,2,0,3,2
5359,2021-07-01,873,0.74,0.02,0.008,7.15,0.0,8.18,7,0,0,0,2,0,2,0,3,2
5360,2021-10-01,873,0.585,0.2615,0.0185,7.07,0.0,8.02,10,0,0,0,2,0,2,0,0,2
