,MonitoringDate,MonitoringLocationIdentifier,COD,DIN,DIP,DO,TPH,pH,month,cluster_kmeans_2,cluster_agglomerative_2,cluster_spectral_2,cluster_kmeans_3,cluster_agglomerative_3,cluster_spectral_3,cluster_kmeans_4,cluster_agglomerative_4,cluster_spectral_4
11702,2017-05-01,1462,0.66,0.061,0.001,10.69,0.005,8.26,5,0,0,0,0,2,0,3,2,3
11703,2017-08-01,1462,0.77,0.026,0.007,7.75,0.011,8.14,8,0,0,0,2,0,2,0,3,3
11704,2017-10-01,1462,0.71,0.048,0.009,7.45,0.017,8.07,10,0,0,0,2,0,2,0,0,3
11705,2018-05-01,1462,0.66,0.062,0.004,10.53,0.01,8.17,5,0,0,0,0,2,0,3,2,3
11706,2018-08-01,1462,0.8300000000000001,0.0595,0.006,8.18,0.0075,8.125,8,0,0,0,0,2,2,3,2,3
11707,2018-11-01,1462,0.709,0.07,0.007,8.75,0.005,8.16,11,0,0,0,0,2,0,3,2,3
11708,2019-05-01,1462,0.685,0.054,0.004,10.29,0.013,8.25,5,0,0,0,0,2,0,3,2,3
11709,2019-07-01,1462,1.59,0.024,0.006,7.9,0.013,8.12,7,0,0,0,0,2,2,3,2,3
11710,2019-11-01,1462,0.709,0.07,0.007,8.75,0.005,8.16,11,0,0,0,0,2,0,3,2,3
11711,2020-05-01,1462,0.82,0.067,0.004,10.53,0.01,8.11,5,0,0,0,0,2,0,3,2,0
11712,2020-07-01,1462,0.87,0.05,0.006,9.23,0.0,8.16,7,0,0,0,0,2,0,3,2,3
11713,2020-10-01,1462,0.885,0.0765,0.004999999999999999,8.2,0.0085,8.205,10,0,0,0,0,0,2,3,0,3
11714,2021-04-01,1462,1.14,0.063,0.005,11.74,0.0,8.07,4,0,0,0,0,2,0,3,2,0
11715,2021-08-01,1462,0.8300000000000001,0.0595,0.006,8.18,0.0075,8.125,8,0,0,0,0,2,2,3,2,3
11716,2021-11-01,1462,0.709,0.07,0.007,8.75,0.005,8.16,11,0,0,0,0,2,0,3,2,3
11717,2022-05-01,1462,0.66,0.062,0.004,10.53,0.01,8.17,5,0,0,0,0,2,0,3,2,3
11718,2022-08-01,1462,0.8,0.071,0.005,8.51,0.004,8.23,8,0,0,0,0,2,0,3,2,3
11719,2017-05-01,1463,0.73,0.094,0.008,8.52,0.026,8.06,5,0,0,0,0,0,2,2,0,3
11720,2017-08-01,1463,1.01,0.148,0.009,7.25,0.017,8.01,8,0,0,0,2,0,2,2,0,3
11721,2017-10-01,1463,1.22,0.171,0.013,7.5,0.029,8.05,10,0,0,0,0,0,2,2,0,3
11722,2018-05-01,1463,0.73,0.134,0.012,9.11,0.02,8.06,5,0,0,0,0,0,0,3,0,3
11723,2018-08-01,1463,0.55,0.06,0.005,7.67,0.022,8.02,8,0,0,0,2,0,2,0,0,3
11724,2018-10-01,1463,0.89,0.101,0.013,7.59,0.018,8.09,10,0,0,0,2,0,2,0,0,3
11725,2019-05-01,1463,1.57,0.139,0.012,9.11,0.016,8.17,5,0,0,0,0,2,0,3,2,3
11726,2019-07-01,1463,0.86,0.026,0.014,7.47,0.011,8.07,7,0,0,0,2,0,2,0,3,3
11727,2019-11-01,1463,0.6,0.087,0.008,8.4,0.014,8.2,11,0,0,0,0,2,2,3,2,3
11728,2017-05-01,1464,0.63,0.044,0.002,8.64,0.0,8.09,5,0,0,0,0,2,0,3,2,3
11729,2017-08-01,1464,0.6,0.025,0.009,7.26,0.012,8.08,8,0,0,0,2,0,2,0,3,2
11730,2017-10-01,1464,0.9,0.031,0.006,7.53,0.043,8.1,10,0,0,0,2,0,2,2,0,3
11731,2018-05-01,1464,0.63,0.05,0.004,9.23,0.005,8.17,5,0,0,0,0,2,0,3,2,3
11732,2018-09-01,1464,0.78,0.079,0.011,6.84,0.028,8.13,9,0,0,0,2,0,2,2,3,3
11733,2018-11-01,1464,0.69,0.071,0.006,9.55,0.0,8.08,11,0,0,0,0,2,0,3,2,3
11734,2019-05-01,1464,0.868,0.072,0.006,9.2,0.019,8.17,5,0,0,0,0,2,0,3,2,3
11735,2019-07-01,1464,0.58,0.042,0.009,7.0,0.013,8.07,7,0,0,0,2,0,2,0,3,2
11736,2019-11-01,1464,0.792,0.071,0.008,9.55,0.0,8.1,11,0,0,0,0,2,0,3,2,3
11737,2020-05-01,1464,0.74,0.05,0.003,10.74,0.0,8.11,5,0,0,0,0,2,0,3,2,0
11738,2020-07-01,1464,0.8,0.04,0.005,9.05,0.01,8.17,7,0,0,0,0,2,0,3,2,3
11739,2020-10-01,1464,0.7150000000000001,0.0785,0.006500000000000001,8.225,0.023999999999999997,8.21,10,0,0,0,0,2,2,3,2,3
11740,2021-04-01,1464,0.87,0.032,0.004,11.28,0.004,8.09,4,0,0,0,0,2,0,3,2,0
11741,2021-08-01,1464,0.8,0.051,0.008,8.17,0.004,8.08,8,0,0,0,0,2,2,3,2,3
11742,2021-11-01,1464,0.792,0.071,0.008,9.55,0.0,8.1,11,0,0,0,0,2,0,3,2,3
11743,2022-05-01,1464,0.63,0.05,0.004,9.23,0.005,8.17,5,0,0,0,0,2,0,3,2,3
11744,2022-08-01,1464,0.81,0.051,0.008,8.35,0.0,8.23,8,0,0,0,0,2,0,3,2,3
11745,2017-05-01,1465,0.87,0.066,0.003,8.71,0.0,8.14,5,0,0,0,0,2,0,3,2,3
11746,2017-08-01,1465,0.78,0.037,0.009,5.67,0.015,8.06,8,0,0,0,2,0,2,0,0,2
11747,2017-10-01,1465,0.66,0.05,0.003,7.51,0.012,8.31,10,0,0,0,2,0,2,0,3,2
11748,2018-05-01,1465,0.72,0.035,0.004,8.79,0.007,8.19,5,0,0,0,0,2,0,3,2,3
11749,2018-08-01,1465,0.78,0.037,0.009,6.66,0.015,8.1,8,0,0,0,2,0,2,0,0,2
11750,2018-11-01,1465,0.66,0.09,0.007,7.48,0.014,8.16,11,0,0,0,2,0,2,0,3,2
11751,2019-05-01,1465,0.72,0.035,0.004,8.79,0.007,8.19,5,0,0,0,0,2,0,3,2,3
11752,2019-08-01,1465,0.72,0.026,0.009,6.88,0.015,8.12,8,0,0,0,2,0,2,0,0,2
11753,2019-10-01,1465,0.72,0.036,0.003,7.69,0.008,8.17,10,0,0,0,2,0,2,0,3,3
11754,2017-05-01,1466,0.85,0.056,0.004,8.84,0.0,8.16,5,0,0,0,0,2,0,3,2,3
11755,2017-08-01,1466,0.54,0.026,0.009,6.23,0.018,8.1,8,0,0,0,2,0,2,0,3,2
11756,2017-10-01,1466,0.72,0.06,0.002,8.1,0.007,8.35,10,0,0,0,0,2,2,3,2,3
11757,2018-05-01,1466,0.885,0.0305,0.004,8.844999999999999,0.011,8.120000000000001,5,0,0,0,0,2,0,3,2,3
11758,2018-08-01,1466,0.96,0.027,0.007,6.5,0.018,8.16,8,0,0,0,2,0,2,0,3,2
11759,2018-11-01,1466,0.7,0.098,0.0115,7.425000000000001,0.0055,8.085,11,0,0,0,2,0,2,0,3,3
11760,2019-05-01,1466,0.885,0.0305,0.004,8.844999999999999,0.011,8.120000000000001,5,0,0,0,0,2,0,3,2,3
11761,2019-08-01,1466,1.51,0.027,0.002,6.94,0.008,8.17,8,0,0,0,2,0,2,0,0,3
11762,2019-10-01,1466,0.848,0.048,0.003,8.02,0.008,8.19,10,0,0,0,0,0,2,3,0,3
11763,2020-05-01,1466,0.885,0.0305,0.004,8.844999999999999,0.011,8.120000000000001,5,0,0,0,0,2,0,3,2,3
11764,2020-08-01,1466,0.96,0.027,0.007,6.5,0.018,8.16,8,0,0,0,2,0,2,0,3,2
11765,2020-11-01,1466,0.7,0.098,0.0115,7.425000000000001,0.0055,8.085,11,0,0,0,2,0,2,0,3,2
11766,2021-04-01,1466,0.935,0.028,0.0015,8.575,0.031,8.129999999999999,4,0,0,0,0,0,2,2,0,3
11767,2021-07-01,1466,0.86,0.011,0.001,6.55,0.005,8.26,7,0,0,0,2,0,2,0,3,2
11768,2021-10-01,1466,0.848,0.06,0.003,8.02,0.007,8.19,10,0,0,0,0,0,2,3,0,3
11769,2022-04-01,1466,0.935,0.028,0.0015,8.575,0.031,8.129999999999999,4,0,0,0,0,0,2,2,0,3
11770,2022-08-01,1466,1.1,0.007,0.001,6.5,0.021,8.3,8,0,0,0,2,0,2,0,3,3
11771,2017-05-01,1467,0.56,0.044,0.003,8.8,0.0,8.14,5,0,0,0,0,2,0,3,2,3
11772,2017-08-01,1467,0.66,0.028,0.009,6.31,0.029,8.08,8,0,0,0,2,0,2,0,3,2
11773,2017-10-01,1467,0.8,0.046,0.006,7.36,0.016,8.1,10,0,0,0,2,0,2,0,3,3
11774,2018-05-01,1467,0.56,0.044,0.003,8.8,0.007,8.14,5,0,0,0,0,2,0,3,2,3
11775,2018-08-01,1467,0.736,0.042,0.009,6.46,0.017,8.08,8,0,0,0,2,0,2,0,0,2
11776,2018-11-01,1467,0.6,0.074,0.007,6.99,0.017,8.12,11,0,0,0,2,0,2,0,0,2
11777,2019-05-01,1467,0.56,0.044,0.003,8.8,0.007,8.14,5,0,0,0,0,2,0,3,2,3
11778,2019-08-01,1467,0.736,0.042,0.009,7.19,0.017,8.06,8,0,0,0,2,0,2,0,0,3
11779,2019-10-01,1467,0.6,0.036,0.003,8.01,0.012,8.17,10,0,0,0,2,2,2,0,2,3
11780,2017-05-01,1468,0.73,0.053,0.002,8.63,0.0,8.12,5,0,0,0,0,2,0,3,2,3
11781,2017-08-01,1468,0.8,0.05,0.004,6.36,0.009,8.11,8,0,0,0,2,0,2,0,3,2
11782,2017-10-01,1468,1.05,0.042,0.004,7.2,0.026,8.11,10,0,0,0,2,0,2,2,0,3
11783,2018-05-01,1468,0.73,0.053,0.003,8.63,0.011,8.12,5,0,0,0,0,2,0,3,2,3
11784,2018-08-01,1468,0.73,0.047,0.0055,6.5,0.010499999999999999,8.135,8,0,0,0,2,0,2,0,3,2
11785,2018-11-01,1468,0.59,0.043,0.005,7.63,0.008,8.13,11,0,0,0,2,0,2,0,3,2
11786,2019-05-01,1468,0.73,0.053,0.003,8.63,0.011,8.12,5,0,0,0,0,2,0,3,2,3
11787,2019-08-01,1468,0.73,0.047,0.0055,6.5,0.010499999999999999,8.135,8,0,0,0,2,0,2,0,3,2
11788,2019-11-01,1468,0.59,0.043,0.005,7.63,0.008,8.13,11,0,0,0,2,0,2,0,3,2
11789,2020-04-01,1468,0.96,0.021,0.001,8.87,0.016,8.08,4,0,0,0,0,2,0,3,2,3
11790,2020-07-01,1468,0.665,0.026999999999999996,0.0035,6.455,0.0125,8.21,7,0,0,0,2,0,2,0,3,2
11791,2020-11-01,1468,0.59,0.043,0.005,7.63,0.008,8.13,11,0,0,0,2,0,2,0,3,2
11792,2021-04-01,1468,0.96,0.021,0.001,8.87,0.016,8.08,4,0,0,0,0,2,0,3,2,3
11793,2021-07-01,1468,0.665,0.026999999999999996,0.0035,6.455,0.0125,8.21,7,0,0,0,2,0,2,0,3,2
11794,2021-10-01,1468,0.855,0.084,0.005,7.385,0.017499999999999998,8.055,10,0,0,0,2,0,2,0,0,3
11795,2022-04-01,1468,0.96,0.021,0.001,8.87,0.016,8.08,4,0,0,0,0,2,0,3,2,3
11796,2022-08-01,1468,0.45,0.008,0.002,6.2,0.012,8.24,8,0,0,0,2,0,2,0,3,2
11797,2017-05-01,1469,0.63,0.037,0.002,9.18,0.004,8.16,5,0,0,0,0,2,0,3,2,3
11798,2017-08-01,1469,0.88,0.021,0.007,8.05,0.009,8.12,8,0,0,0,0,0,2,3,3,3
11799,2017-10-01,1469,0.78,0.053,0.01,6.85,0.023,8.09,10,0,0,0,2,0,2,0,3,2
11800,2018-05-01,1469,0.68,0.051,0.004,10.07,0.005,8.16,5,0,0,0,0,2,0,3,2,3
11801,2018-09-01,1469,0.6,0.037,0.008,6.97,0.015,8.11,9,0,0,0,2,0,2,0,0,2
11802,2018-11-01,1469,0.58,0.083,0.008,7.44,0.0,8.12,11,0,0,0,2,0,2,0,3,2
11803,2019-05-01,1469,1.215,0.058,0.005,10.07,0.018,8.21,5,0,0,0,0,2,0,3,2,3
11804,2019-07-01,1469,0.93,0.016,0.006,7.48,0.019,8.13,7,0,0,0,2,0,2,0,0,3
11805,2019-11-01,1469,0.712,0.083,0.008,8.47,0.0,8.15,11,0,0,0,0,2,0,3,2,3
11806,2020-05-01,1469,0.59,0.051,0.004,10.64,0.005,8.09,5,0,0,0,0,2,0,3,2,0
11807,2020-07-01,1469,0.61,0.226,0.005,9.01,0.0,8.17,7,0,0,0,0,2,0,3,2,3
11808,2020-10-01,1469,0.7,0.0955,0.006,7.8999999999999995,0.0115,8.23,10,0,0,0,2,2,2,0,2,3
11809,2021-04-01,1469,1.35,0.035,0.005,11.28,0.0,8.08,4,0,0,0,0,2,0,3,2,0
11810,2021-08-01,1469,0.88,0.05,0.006,8.38,0.007,8.14,8,0,0,0,0,2,0,3,2,3
11811,2021-11-01,1469,0.712,0.083,0.008,8.47,0.0,8.15,11,0,0,0,0,2,0,3,2,3
11812,2022-05-01,1469,0.68,0.051,0.004,10.07,0.005,8.16,5,0,0,0,0,2,0,3,2,3
11813,2022-08-01,1469,0.69,0.066,0.006,8.38,0.005,8.23,8,0,0,0,0,2,2,3,2,3
11814,2017-05-01,1470,0.46,0.072,0.002,9.34,0.004,8.2,5,0,0,0,0,2,0,3,2,3
11815,2017-08-01,1470,0.71,0.018,0.006,7.78,0.01,8.17,8,0,0,0,2,0,2,0,3,3
11816,2017-10-01,1470,0.65,0.051,0.008,7.26,0.015,8.06,10,0,0,0,2,0,2,0,0,2
11817,2018-05-01,1470,0.8400000000000001,0.0505,0.0035,10.114999999999998,0.006500000000000001,8.19,5,0,0,0,0,2,0,3,2,3
11818,2018-09-01,1470,0.73,0.054,0.006,7.3,0.017,8.17,9,0,0,0,2,0,2,0,3,2
11819,2018-11-01,1470,0.92,0.069,0.007,7.26,0.005,8.1,11,0,0,0,2,0,2,0,3,3
11820,2019-05-01,1470,0.992,0.05,0.003,9.78,0.016,8.22,5,0,0,0,0,2,0,3,2,3
11821,2019-07-01,1470,1.036,0.091,0.004,7.68,0.015,8.1,7,0,0,0,0,0,2,0,0,3
11822,2019-11-01,1470,0.868,0.0995,0.0105,7.665,0.0025,8.120000000000001,11,0,0,0,2,0,2,0,3,3
11823,2020-05-01,1470,1.72,0.051,0.008,10.45,0.005,8.1,5,0,0,0,0,2,0,3,2,3
11824,2020-07-01,1470,0.97,0.032,0.003,9.28,0.0,8.11,7,0,0,0,0,2,0,3,2,3
11825,2020-10-01,1470,0.79,0.059,0.008,8.66,0.008,8.13,10,0,0,0,0,2,0,3,2,3
11826,2021-05-01,1470,0.91,0.035,0.003,11.51,0.0,8.06,5,0,0,0,0,2,0,3,2,0
11827,2021-07-01,1470,1.2,0.157,0.002,9.29,0.0,8.1,7,0,0,0,0,2,0,3,2,3
11828,2021-10-01,1470,0.79,0.059,0.008,8.66,0.008,8.13,10,0,0,0,0,2,0,3,2,3
11829,2022-05-01,1470,0.77,0.155,0.004,10.92,0.008,8.2,5,0,0,0,0,2,0,3,2,3
11830,2022-07-01,1470,0.84,0.062,0.007,9.23,0.0,8.24,7,0,0,0,0,2,0,3,2,3
11831,2017-05-01,1471,0.94,0.061,0.002,9.8,0.005,8.19,5,0,0,0,0,2,0,3,2,3
11832,2017-08-01,1471,0.76,0.021,0.008,8.0,0.013,8.11,8,0,0,0,2,0,2,0,3,3
11833,2017-10-01,1471,0.67,0.057,0.008,7.75,0.016,8.11,10,0,0,0,2,0,2,0,3,3
11834,2018-05-01,1471,0.94,0.08,0.01,9.8,0.011,8.19,5,0,0,0,0,2,0,3,2,3
11835,2018-09-01,1471,0.84,0.05,0.01,6.98,0.018,8.13,9,0,0,0,2,0,2,0,0,2
11836,2018-11-01,1471,0.88,0.083,0.008,7.22,0.0,8.12,11,0,0,0,2,0,2,0,3,2
11837,2019-05-01,1471,1.046,0.197,0.011,9.84,0.02,8.25,5,0,0,0,0,2,0,3,2,3
11838,2019-07-01,1471,1.11,0.086,0.005,7.88,0.037,8.09,7,0,0,0,0,0,2,2,0,3
11839,2019-11-01,1471,0.789,0.122,0.014,8.18,0.0,8.11,11,0,0,0,0,0,2,3,3,3
11840,2017-05-01,1472,0.72,0.077,0.003,10.18,0.005,8.24,5,0,0,0,0,2,0,3,2,3
11841,2017-08-01,1472,0.77,0.023,0.007,8.22,0.013,8.15,8,0,0,0,0,0,2,3,3,3
11842,2017-10-01,1472,0.75,0.051,0.009,7.4,0.021,8.07,10,0,0,0,2,0,2,0,0,3
11843,2018-05-01,1472,0.696,0.04,0.005,9.82,0.009,8.21,5,0,0,0,0,2,0,3,2,3
11844,2018-08-01,1472,0.81,0.041999999999999996,0.0075,7.970000000000001,0.0165,8.135,8,0,0,0,2,0,2,0,3,3
11845,2018-11-01,1472,0.6775,0.0805,0.0075,7.82,0.008,8.155000000000001,11,0,0,0,2,0,2,0,3,3
11846,2019-05-01,1472,0.696,0.04,0.005,9.77,0.017,8.21,5,0,0,0,0,2,0,3,2,3
11847,2019-07-01,1472,1.507,0.041,0.007,7.38,0.013,8.15,7,0,0,0,0,0,2,3,0,3
11848,2019-11-01,1472,0.725,0.07,0.007,8.38,0.009,8.21,11,0,0,0,0,2,2,3,2,3
11849,2017-05-01,1473,0.74,0.049,0.006,9.39,0.0,8.14,5,0,0,0,0,2,0,3,2,3
11850,2017-08-01,1473,0.7,0.031,0.009,7.4,0.03,8.09,8,0,0,0,2,0,2,2,0,3
11851,2017-10-01,1473,0.82,0.133,0.01,7.52,0.009,8.24,10,0,0,0,2,0,2,0,3,3
11852,2018-05-01,1473,0.79,0.082,0.008,9.95,0.007,8.14,5,0,0,0,0,2,0,3,2,3
11853,2018-09-01,1473,0.84,0.082,0.009,7.1,0.022,8.1,9,0,0,0,2,0,2,0,0,3
11854,2018-11-01,1473,0.66,0.094,0.007,8.14,0.0,8.07,11,0,0,0,2,0,2,0,3,3
11855,2019-05-01,1473,0.895,0.125,0.012,9.72,0.021,8.15,5,0,0,0,0,2,0,3,2,3
11856,2019-07-01,1473,0.733,0.088,0.008,7.09,0.026,8.12,7,0,0,0,2,0,2,0,0,3
11857,2019-11-01,1473,0.73,0.08,0.007,8.27,0.004,8.12,11,0,0,0,0,2,2,3,2,3
11858,2020-05-01,1473,0.79,0.079,0.004,11.11,0.007,8.08,5,0,0,0,0,2,0,3,2,0
11859,2020-07-01,1473,1.06,0.022,0.005,9.27,0.0,8.16,7,0,0,0,0,2,0,3,2,3
11860,2020-10-01,1473,0.835,0.136,0.0055,8.19,0.0045,8.27,10,0,0,0,0,2,0,3,2,3
11861,2021-04-01,1473,0.77,0.054,0.004,11.23,0.0,8.06,4,0,0,0,0,2,0,3,2,0
11862,2021-08-01,1473,0.71,0.067,0.004,8.36,0.008,8.12,8,0,0,0,0,2,0,3,2,3
11863,2021-11-01,1473,0.73,0.08,0.007,8.27,0.004,8.12,11,0,0,0,0,2,2,3,2,3
11864,2022-05-01,1473,0.79,0.082,0.008,9.95,0.007,8.14,5,0,0,0,0,2,0,3,2,3
11865,2022-08-01,1473,0.71,0.086,0.004,8.36,0.0,8.23,8,0,0,0,0,2,0,3,2,3
11866,2017-05-01,1474,0.74,0.042,0.003,8.41,0.004,8.1,5,0,0,0,0,2,0,3,2,3
11867,2017-08-01,1474,0.58,0.019,0.011,7.24,0.012,8.07,8,0,0,0,2,0,2,0,3,2
11868,2017-10-01,1474,0.83,0.04,0.004,7.81,0.008,8.33,10,0,0,0,0,2,2,0,2,3
11869,2018-05-01,1474,0.7849999999999999,0.058499999999999996,0.0035,9.58,0.005,8.120000000000001,5,0,0,0,0,2,0,3,2,3
11870,2018-09-01,1474,0.86,0.065,0.01,6.72,0.022,8.13,9,0,0,0,2,0,2,0,3,3
11871,2019-05-01,1474,1.325,0.129,0.004,9.09,0.015,8.14,5,0,0,0,0,2,0,3,2,3
11872,2019-07-01,1474,0.54,0.009,0.005,6.74,0.017,8.09,7,0,0,0,2,0,2,0,3,2
11873,2019-11-01,1474,0.704,0.0665,0.0075,9.43,0.006,8.175,11,0,0,0,0,2,0,3,2,3
11874,2020-05-01,1474,0.71,0.062,0.001,10.17,0.007,8.07,5,0,0,0,0,2,0,3,2,0
11875,2020-07-01,1474,0.77,0.019,0.004,9.25,0.008,8.17,7,0,0,0,0,2,0,3,2,3
11876,2020-10-01,1474,0.59,0.077,0.003,8.515,0.004,8.34,10,0,0,0,0,2,2,3,2,3
11877,2021-05-01,1474,0.7849999999999999,0.058499999999999996,0.0035,9.58,0.005,8.120000000000001,5,0,0,0,0,2,0,3,2,3
11878,2021-08-01,1474,0.77,0.038,0.005,8.13,0.007,8.07,8,0,0,0,0,2,2,3,2,3
11879,2021-11-01,1474,0.704,0.0665,0.0075,9.43,0.006,8.175,11,0,0,0,0,2,0,3,2,3
11880,2022-05-01,1474,0.7849999999999999,0.058499999999999996,0.0035,9.58,0.005,8.120000000000001,5,0,0,0,0,2,0,3,2,3
11881,2022-08-01,1474,0.82,0.059,0.005,8.81,0.0,8.22,8,0,0,0,0,2,0,3,2,3
11882,2017-05-01,1475,0.7,0.044,0.002,8.72,0.0,8.12,5,0,0,0,0,2,0,3,2,3
11883,2017-08-01,1475,0.78,0.027,0.007,7.54,0.013,8.1,8,0,0,0,2,0,2,0,3,3
11884,2017-10-01,1475,0.72,0.041,0.009,8.16,0.011,8.08,10,0,0,0,2,2,2,0,2,3
11885,2018-05-01,1475,0.672,0.064,0.009,9.51,0.012,8.16,5,0,0,0,0,2,0,3,2,3
11886,2018-09-01,1475,0.59,0.055,0.01,7.04,0.016,8.12,9,0,0,0,2,0,2,0,0,2
11887,2018-11-01,1475,0.58,0.081,0.008,7.3,0.0,8.11,11,0,0,0,2,0,2,0,3,2
11888,2019-05-01,1475,0.672,0.124,0.009,9.51,0.012,8.16,5,0,0,0,0,2,0,3,2,3
11889,2019-07-01,1475,0.5,0.025,0.007,7.38,0.023,8.1,7,0,0,0,2,0,2,0,3,2
11890,2019-11-01,1475,0.716,0.055,0.006,8.47,0.0,8.22,11,0,0,0,0,2,0,3,2,3
11891,2017-05-01,1476,0.73,0.095,0.004,8.87,0.021,8.17,5,0,0,0,0,2,0,3,2,3
11892,2017-08-01,1476,0.89,0.085,0.01,8.61,0.024,8.06,8,0,0,0,0,0,2,3,0,3
11893,2017-10-01,1476,0.81,0.132,0.005,8.5,0.025,8.14,10,0,0,0,0,0,2,3,0,3
11894,2018-05-01,1476,0.7749999999999999,0.076,0.0045000000000000005,9.44,0.015,8.1,5,0,0,0,0,2,0,3,2,3
11895,2018-08-01,1476,0.97,0.09,0.001,7.38,0.02,8.08,8,0,0,0,2,0,2,0,0,3
11896,2018-10-01,1476,1.0,0.08,0.005,7.36,0.016,8.09,10,0,0,0,2,0,2,0,0,3
11897,2019-05-01,1476,0.7749999999999999,0.076,0.0045000000000000005,9.44,0.015,8.1,5,0,0,0,0,2,0,3,2,3
11898,2019-08-01,1476,0.384,0.044,0.006,7.06,0.0,8.06,8,0,0,0,2,0,2,0,3,2
11899,2019-10-01,1476,0.248,0.023,0.005,7.63,0.0,8.16,10,0,0,0,2,0,2,0,3,2
11900,2020-05-01,1476,0.82,0.057,0.005,10.54,0.005,8.1,5,0,0,0,0,2,0,3,2,0
11901,2020-07-01,1476,0.51,0.015,0.005,8.94,0.0,8.19,7,0,0,0,0,2,0,3,2,3
11902,2020-10-01,1476,0.75,0.10600000000000001,0.005,8.065,0.008,8.15,10,0,0,0,0,0,2,0,3,3
11903,2021-05-01,1476,0.7749999999999999,0.076,0.0045000000000000005,9.44,0.015,8.1,5,0,0,0,0,2,0,3,2,3
11904,2021-08-01,1476,0.89,0.085,0.005,7.98,0.0,8.08,8,0,0,0,0,0,2,3,3,3
11905,2021-11-01,1476,0.52,0.065,0.003,9.83,0.0,8.2,11,0,0,0,0,2,0,3,2,3
11906,2022-05-01,1476,0.7749999999999999,0.076,0.0045000000000000005,9.44,0.015,8.1,5,0,0,0,0,2,0,3,2,3
11907,2022-08-01,1476,1.08,0.133,0.004,8.21,0.0,8.19,8,0,0,0,0,2,0,3,2,3
11908,2017-05-01,1477,0.8,0.086,0.004,8.99,0.021,8.16,5,0,0,0,0,2,0,3,2,3
11909,2017-08-01,1477,0.78,0.083,0.009,8.94,0.028,8.05,8,0,0,0,0,0,2,3,0,3
11910,2017-10-01,1477,0.88,0.114,0.005,8.98,0.024,8.14,10,0,0,0,0,0,0,3,0,3
11911,2018-05-01,1477,0.875,0.066,0.004,9.33,0.008,8.215,5,0,0,0,0,2,0,3,2,3
11912,2018-08-01,1477,0.83,0.053,0.001,7.96,0.017,8.07,8,0,0,0,2,0,2,0,0,3
11913,2018-10-01,1477,0.85,0.152,0.003,7.9,0.016,8.1,10,0,0,0,0,0,2,0,0,3
11914,2019-05-01,1477,0.875,0.066,0.004,9.33,0.008,8.215,5,0,0,0,0,2,0,3,2,3
11915,2019-08-01,1477,0.552,0.036,0.004,7.51,0.0,8.11,8,0,0,0,2,0,2,0,3,2
11916,2019-10-01,1477,0.36,0.029,0.006,7.3,0.0,8.19,10,0,0,0,2,0,2,0,3,2
11917,2020-05-01,1477,1.07,0.07,0.004,9.84,0.0,8.23,5,0,0,0,0,2,0,3,2,3
11918,2020-07-01,1477,0.76,0.047,0.004,8.29,0.0,7.95,7,0,0,0,0,2,2,3,2,3
11919,2020-10-01,1477,0.85,0.14,0.005,8.98,0.006,8.14,10,0,0,0,0,2,0,3,2,3
11920,2021-05-01,1477,0.59,0.025,0.011,9.67,0.0,8.2,5,0,0,0,0,2,0,3,2,3
11921,2021-07-01,1477,1.02,0.068,0.005,7.55,0.008,7.91,7,0,0,0,2,0,2,0,0,3
11922,2021-10-01,1477,0.85,0.14,0.005,8.98,0.006,8.14,10,0,0,0,0,2,0,3,2,3
11923,2022-05-01,1477,0.875,0.066,0.004,9.33,0.008,8.215,5,0,0,0,0,2,0,3,2,3
11924,2022-08-01,1477,1.12,0.174,0.002,7.91,0.011,8.25,8,0,0,0,0,2,2,3,2,3
11925,2017-05-01,1478,0.75,0.029,0.002,8.4,0.0,8.13,5,0,0,0,0,2,0,3,2,3
11926,2017-08-01,1478,0.61,0.025,0.007,6.35,0.023,8.14,8,0,0,0,2,0,2,0,3,2
11927,2017-10-01,1478,0.94,0.037,0.003,7.96,0.005,8.38,10,0,0,0,0,2,2,3,2,3
11928,2018-05-01,1478,0.7,0.034,0.003,8.91,0.01,8.16,5,0,0,0,0,2,0,3,2,3
11929,2018-09-01,1478,0.72,0.079,0.011,6.17,0.022,8.18,9,0,0,0,2,0,2,0,3,2
11930,2019-05-01,1478,0.7,0.034,0.003,8.91,0.01,8.16,5,0,0,0,0,2,0,3,2,3
11931,2019-08-01,1478,0.348,0.047,0.005,7.29,0.0,8.13,8,0,0,0,2,0,2,0,3,2
11932,2019-10-01,1478,0.392,0.03,0.009,7.08,0.004,8.1,10,0,0,0,2,0,2,0,3,2
11933,2017-05-01,1479,0.62,0.039,0.002,8.54,0.0,8.13,5,0,0,0,0,2,0,3,2,3
11934,2017-08-01,1479,0.74,0.036,0.009,6.66,0.017,8.09,8,0,0,0,2,0,2,0,0,2
11935,2017-10-01,1479,0.69,0.026,0.002,7.58,0.011,8.35,10,0,0,0,2,0,2,0,3,2
11936,2018-05-01,1479,0.62,0.039,0.004,8.87,0.008,8.18,5,0,0,0,0,2,0,3,2,3
11937,2018-08-01,1479,0.701,0.036,0.007,6.66,0.017,8.1,8,0,0,0,2,0,2,0,0,2
11938,2018-11-01,1479,0.67,0.04,0.007,7.09,0.007,8.14,11,0,0,0,2,0,2,0,3,2
11939,2019-05-01,1479,0.62,0.039,0.004,8.87,0.008,8.18,5,0,0,0,0,2,0,3,2,3
