MonitoringLocationIdentifier,LongitudeMeasure_WGS84,LatitudeMeasure_WGS84,MonitoringDate,IndicatorsName,Value,Unit,SourceProvider
205,114.8288889,30.58305556,11/4/1988,TP,0.07,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,12/4/1988,NO2N,0.033,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,12/4/1988,pH,8.1,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,12/4/1988,TEMP,15.2,Deg C,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,15/4/1988,BOD,1.4,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/4/1988,BOD,0.6,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,15/4/1988,DO,8.3,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/4/1988,NO2N,0.007,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,15/4/1988,NO3N,1.05,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,6/5/1988,DO,7.4,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,6/5/1988,NO3N,0.4,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,10/5/1988,BOD,0.8,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,10/5/1988,BOD,0.7,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/5/1988,COD,2.5,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/5/1988,DO,6,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,10/5/1988,NO2N,0.442,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/5/1988,NO2N,0.028,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/5/1988,NO2N,0.016,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,10/5/1988,NO3N,0.85,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/5/1988,NO3N,0.55,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,10/5/1988,pH,8,pH,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,10/5/1988,pH,8.6,pH,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/5/1988,pH,8,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,10/5/1988,TP,0.05,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/5/1988,TP,0.061,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,11/5/1988,BOD,1.1,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,11/5/1988,DO,9.3,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,11/5/1988,NO3N,3.54,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,11/5/1988,TEMP,17.2,Deg C,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/5/1988,COD,3.2,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/5/1988,pH,6.9,pH,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/5/1988,TEMP,19.4,Deg C,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/5/1988,TP,0.001,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/5/1988,TSSs,79.2,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,16/5/1988,NO2N,0.002,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,16/5/1988,pH,8.5,pH,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,7/6/1988,BOD,0.9,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,7/6/1988,NO2N,0.002,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,7/6/1988,TEMP,26.4,Deg C,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,7/6/1988,TEMP,23,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,7/6/1988,TSSs,100,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,7/6/1988,TSSs,16,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,9/6/1988,NO2N,0.002,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,10/6/1988,BOD,4,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/6/1988,BOD,1.2,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,10/6/1988,COD,8.7,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/6/1988,DO,8.5,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/6/1988,DO,7,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,10/6/1988,NO3N,0.25,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/6/1988,NO3N,2.45,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,10/6/1988,TEMP,27,Deg C,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/6/1988,TEMP,22.1,Deg C,Global River Water Quality Archive (GRQA)
191,120.85,32,10/6/1988,TEMP,27,Deg C,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,10/6/1988,TP,0.001,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,14/6/1988,DO,7,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,14/6/1988,NO3N,0.6,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,14/6/1988,TSSs,31,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/6/1988,DO,5.9,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,6/7/1988,pH,8.1,pH,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,6/7/1988,TP,0.1,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,6/7/1988,TSSs,211,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,7/7/1988,COD,2,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,7/7/1988,NO2N,0.02,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,7/7/1988,pH,7.5,pH,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,7/7/1988,TP,0.001,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/7/1988,BOD,1.1,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/7/1988,COD,2.4,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/7/1988,NO2N,0.11,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/7/1988,NO3N,0.13,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/7/1988,pH,7.6,pH,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/7/1988,pH,7,pH,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/7/1988,TEMP,30.5,Deg C,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,10/7/1988,TSSs,464,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/7/1988,TSSs,223,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,13/7/1988,DO,6.6,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/7/1988,NO2N,0.002,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/7/1988,pH,8.2,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/7/1988,TEMP,29,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,13/7/1988,TP,0.24,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/7/1988,BOD,0.1,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/7/1988,NO2N,0.003,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/7/1988,COD,9.2,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,25/7/1988,TEMP,25.6,Deg C,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,5/8/1988,DO,7,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,5/8/1988,NO3N,0.4,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,8/8/1988,BOD,1.3,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,8/8/1988,NO3N,0.9,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,8/8/1988,pH,8.1,pH,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,10/8/1988,BOD,0.9,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,10/8/1988,BOD,1,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/8/1988,COD,3.8,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,10/8/1988,DO,7.8,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/8/1988,DO,5.2,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/8/1988,NO2N,0.002,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/8/1988,NO2N,0.015,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,10/8/1988,NO3N,3.2,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/8/1988,NO3N,0.62,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/8/1988,pH,8,pH,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,10/8/1988,TEMP,27.8,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,10/8/1988,TP,0.06,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/8/1988,TP,0.072,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/8/1988,COD,3.1,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/8/1988,pH,7.1,pH,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/8/1988,TEMP,31,Deg C,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/8/1988,TP,0.001,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/8/1988,TSSs,18.5,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,5/9/1988,NO2N,0.015,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,5/9/1988,TEMP,23,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,5/9/1988,TSSs,362,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,6/9/1988,BOD,0.9,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,6/9/1988,TEMP,23.6,Deg C,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,6/9/1988,TSSs,42,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/9/1988,NO2N,0.002,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/9/1988,BOD,0.6,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/9/1988,DO,8.2,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/9/1988,DO,2.5,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/9/1988,NO3N,1.86,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/9/1988,TEMP,25.2,Deg C,Global River Water Quality Archive (GRQA)
191,120.85,32,10/9/1988,TEMP,22.5,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/9/1988,DO,7.3,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/9/1988,NO3N,0.78,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/9/1988,TSSs,212,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/9/1988,DO,6,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,7/10/1988,COD,3.2,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,7/10/1988,NO2N,0.05,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,7/10/1988,pH,7.4,pH,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,7/10/1988,TP,0.001,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/10/1988,BOD,2.1,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/10/1988,BOD,0.9,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/10/1988,COD,1.6,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,10/10/1988,DO,8.1,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,10/10/1988,DO,9.2,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,10/10/1988,NO2N,0.056,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/10/1988,NO2N,0.03,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/10/1988,NO3N,0.15,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,10/10/1988,pH,7.8,pH,Global River Water Quality Archive (GRQA)
191,120.85,32,10/10/1988,pH,7.9,pH,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/10/1988,pH,7.2,pH,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/10/1988,TEMP,26,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,10/10/1988,TP,0.21,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,12/10/1988,NO2N,0.002,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,12/10/1988,pH,7.7,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,12/10/1988,pH,8,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,12/10/1988,TEMP,24.7,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,12/10/1988,TP,2.3,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/10/1988,BOD,0.6,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/10/1988,NO2N,0.009,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/10/1988,NO3N,0.12,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,7/11/1988,BOD,0.3,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,7/11/1988,DO,5.7,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,7/11/1988,NO3N,0.75,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,7/11/1988,NO3N,0.4,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,7/11/1988,pH,8,pH,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,9/11/1988,BOD,0.8,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,9/11/1988,BOD,0.4,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,9/11/1988,DO,10.6,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,9/11/1988,NO3N,2.84,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,9/11/1988,TEMP,11,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,9/11/1988,TP,0.05,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,10/11/1988,BOD,2.2,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,10/11/1988,COD,7.2,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/11/1988,COD,2.4,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/11/1988,DO,7.2,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/11/1988,NO2N,0.011,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/11/1988,NO2N,0.026,mg/l,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,10/11/1988,NO3N,0.05,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/11/1988,NO3N,0.7,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/11/1988,pH,8.1,pH,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,10/11/1988,TEMP,7,Deg C,Global River Water Quality Archive (GRQA)
192,117.45,40.53333333,10/11/1988,TP,0.056,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/11/1988,TP,0.087,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/11/1988,TSSs,263,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/11/1988,COD,3,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/11/1988,pH,7.2,pH,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/11/1988,TEMP,18.4,Deg C,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/11/1988,TP,0.001,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/11/1988,TSSs,5.6,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,5/12/1988,BOD,1.2,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,5/12/1988,TEMP,11.4,Deg C,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,5/12/1988,TSSs,5.03,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/12/1988,NO2N,0.025,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/12/1988,DO,8.8,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/12/1988,NO3N,0.68,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/12/1988,TSSs,8,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/12/1988,BOD,1.7,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/12/1988,DO,10.9,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/12/1988,DO,4.5,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/12/1988,NO3N,1.62,mg/l,Global River Water Quality Archive (GRQA)
184,118.2333333,37.5,10/12/1988,TEMP,4.8,Deg C,Global River Water Quality Archive (GRQA)
191,120.85,32,10/12/1988,TEMP,8,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,12/12/1988,NO2N,0.021,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,12/12/1988,TEMP,12.6,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,12/12/1988,TSSs,81,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/12/1988,DO,8.7,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,6/1/1989,COD,2.8,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,6/1/1989,NO2N,0.06,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,6/1/1989,pH,7.6,pH,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,6/1/1989,TP,0.001,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/1/1989,BOD,2.1,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/1/1989,COD,3.1,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/1/1989,NO2N,0.038,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/1/1989,pH,6.9,pH,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/1/1989,TEMP,18,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,11/1/1989,pH,8,pH,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,11/1/1989,TP,1.7,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,12/1/1989,NO2N,0.014,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,12/1/1989,pH,7.9,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,12/1/1989,TEMP,18.4,Deg C,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/1/1989,BOD,0.2,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,15/1/1989,DO,11.5,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/1/1989,NO2N,0.003,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,15/1/1989,NO3N,0.5,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,15/1/1989,pH,7.8,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,15/1/1989,TP,0.026,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/2/1989,DO,7,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/2/1989,NO3N,0.86,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,13/2/1989,BOD,1.6,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,13/2/1989,BOD,3.1,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,13/2/1989,DO,13.1,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,13/2/1989,NO3N,0.83,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,13/2/1989,NO3N,2.5,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,13/2/1989,pH,8.1,pH,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,13/2/1989,TEMP,4,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,14/2/1989,BOD,1,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,14/2/1989,TP,0.05,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,15/2/1989,COD,2.8,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/2/1989,COD,3.1,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,15/2/1989,DO,10.4,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,15/2/1989,NO2N,0.018,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/2/1989,NO3N,0.08,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,15/2/1989,NO3N,0.3,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/2/1989,pH,7,pH,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/2/1989,TEMP,11.6,Deg C,Global River Water Quality Archive (GRQA)
191,120.85,32,15/2/1989,TP,0.045,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/2/1989,TSSs,25.8,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,2/3/1989,TEMP,10,Deg C,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,2/3/1989,TSSs,104,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,6/3/1989,NO2N,0.02,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,6/3/1989,TEMP,7.8,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,6/3/1989,TSSs,131,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/3/1989,DO,9.1,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,8/3/1989,NO2N,0.036,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/3/1989,NO3N,0.62,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/3/1989,TSSs,1,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/3/1989,TSSs,54.5,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,15/3/1989,BOD,1.7,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,15/3/1989,DO,3.5,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/3/1989,DO,7.6,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,15/3/1989,TEMP,9,Deg C,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,15/3/1989,TP,0.039,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,10/4/1989,BOD,0.5,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/4/1989,BOD,1.8,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,10/4/1989,COD,2.9,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/4/1989,COD,5.4,mg/l,Global River Water Quality Archive (GRQA)
215,119.2666667,26.13333333,10/4/1989,NO2N,0.005,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,10/4/1989,NO2N,0.04,mg/l,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/4/1989,NO2N,0.082,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/4/1989,NO3N,0.83,mg/l,Global River Water Quality Archive (GRQA)
191,120.85,32,10/4/1989,pH,7.4,pH,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,10/4/1989,pH,7.9,pH,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/4/1989,pH,6.8,pH,Global River Water Quality Archive (GRQA)
187,113.2,23.23333333,10/4/1989,TEMP,23,Deg C,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,10/4/1989,TP,0.008,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,12/4/1989,pH,8.1,pH,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,12/4/1989,TP,0.983,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,13/4/1989,DO,8.3,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/4/1989,NO2N,0.054,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/4/1989,pH,8.2,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,13/4/1989,TEMP,19.3,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,13/4/1989,TP,0.108,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,28/4/1989,BOD,3.1,mg/l,Global River Water Quality Archive (GRQA)
360,122.6333333,41.33333333,28/4/1989,DO,9.7,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,5/5/1989,DO,7.2,mg/l,Global River Water Quality Archive (GRQA)
195,120.1333333,30.2,5/5/1989,NO3N,0.6,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,8/5/1989,BOD,0.7,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,8/5/1989,NO3N,0.64,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,8/5/1989,pH,8.1,pH,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,10/5/1989,BOD,0.9,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,10/5/1989,BOD,1,mg/l,Global River Water Quality Archive (GRQA)
