MonitoringLocationIdentifier,LongitudeMeasure_WGS84,LatitudeMeasure_WGS84,MonitoringDate,IndicatorsName,Value,Unit,SourceProvider
205,114.8288889,30.58305556,7/1/1980,BOD,1.6,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/1/1980,DO,13.3,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/1/1980,BOD,1.1,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/1/1980,TSSs,11,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/1/1980,BOD,3,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,21/1/1980,pH,8.2,pH,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/1/1980,pH,8.3,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,21/1/1980,TSSs,70,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,22/1/1980,DO,9.4,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,6/2/1980,DO,11.9,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,6/2/1980,TEMP,4.6,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,7/2/1980,pH,7.8,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,7/2/1980,TEMP,12,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,22/2/1980,DO,13.6,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,25/2/1980,BOD,1.2,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,26/2/1980,BOD,0.3,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,26/2/1980,TSSs,23,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/3/1980,BOD,2,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/3/1980,pH,8.4,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,10/3/1980,pH,7.9,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,10/3/1980,TSSs,138,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,11/3/1980,DO,8.3,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,25/3/1980,pH,7.8,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,25/3/1980,TEMP,17.8,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,29/3/1980,DO,10.4,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,29/3/1980,TEMP,10.2,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,7/4/1980,BOD,0.8,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/4/1980,DO,10.8,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/4/1980,TEMP,10,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/4/1980,BOD,1,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/4/1980,TSSs,26,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,22/4/1980,BOD,0.8,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,22/4/1980,pH,7.9,pH,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,22/4/1980,pH,8.4,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,22/4/1980,TSSs,210,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,23/4/1980,DO,7.3,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,6/5/1980,pH,8,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,6/5/1980,TEMP,21,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/5/1980,TSSs,1031,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,12/5/1980,DO,7.5,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,12/5/1980,TEMP,20.7,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,22/5/1980,BOD,0.3,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,22/5/1980,DO,7.8,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,22/5/1980,TEMP,19.6,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,22/5/1980,TSSs,95,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,26/5/1980,BOD,0.4,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,5/6/1980,DO,7.3,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/6/1980,pH,8.3,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,12/6/1980,pH,7.9,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,12/6/1980,TSSs,193,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,22/6/1980,BOD,1.3,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,24/6/1980,pH,8,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,24/6/1980,TEMP,29.5,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,25/6/1980,DO,6.4,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,25/6/1980,TEMP,24.6,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/7/1980,DO,7,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/7/1980,TEMP,26,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/7/1980,BOD,0.5,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/7/1980,TSSs,134,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,9/7/1980,BOD,0.3,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/7/1980,pH,8.1,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,23/7/1980,pH,7.7,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,23/7/1980,TSSs,288,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,24/7/1980,DO,7.2,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/8/1980,BOD,2.7,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,7/8/1980,pH,7.8,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,7/8/1980,TEMP,28.5,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,11/8/1980,DO,6.5,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,11/8/1980,TEMP,25.6,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/8/1980,DO,8,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/8/1980,TEMP,26,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,22/8/1980,BOD,0.6,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,22/8/1980,TSSs,427,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,27/8/1980,BOD,0.5,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,5/9/1980,DO,6.8,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/9/1980,pH,8.2,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,10/9/1980,pH,7.8,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,10/9/1980,TSSs,508,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/9/1980,BOD,1.9,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,24/9/1980,DO,6.8,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,24/9/1980,TEMP,21.8,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,25/9/1980,pH,8.1,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,25/9/1980,TEMP,27.8,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/10/1980,DO,8.9,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/10/1980,TEMP,19.2,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,8/10/1980,BOD,0.3,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,10/10/1980,BOD,0.5,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,10/10/1980,TSSs,13,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/10/1980,pH,8.3,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,24/10/1980,DO,7.1,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,27/10/1980,pH,7.9,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,27/10/1980,TSSs,260,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/11/1980,BOD,1.7,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,7/11/1980,pH,8,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,7/11/1980,TEMP,22,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,10/11/1980,DO,8.3,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,10/11/1980,TEMP,16.4,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/11/1980,DO,10.9,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/11/1980,TEMP,10.6,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,24/11/1980,BOD,0.7,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,25/11/1980,BOD,0.3,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,25/11/1980,TSSs,28.1,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,5/12/1980,DO,8.1,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/12/1980,pH,8.2,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,10/12/1980,pH,7.8,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,10/12/1980,TSSs,157,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/12/1980,BOD,3.2,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,22/12/1980,DO,9.5,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,22/12/1980,TEMP,10.5,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,23/12/1980,pH,8.5,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,23/12/1980,TEMP,17.9,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/1/1981,DO,14.6,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/1/1981,BOD,0.3,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/1/1981,TSSs,10,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,13/1/1981,BOD,0.6,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/1/1981,pH,8.2,pH,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/1/1981,TSSs,551,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,27/1/1981,DO,9.7,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,27/1/1981,pH,7.7,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,27/1/1981,TSSs,161,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/2/1981,BOD,3,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,12/2/1981,DO,10,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,12/2/1981,pH,8.6,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,12/2/1981,TEMP,9,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,12/2/1981,TEMP,14.8,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/2/1981,DO,13.3,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/2/1981,TEMP,2.6,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,24/2/1981,BOD,1.1,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,25/2/1981,BOD,0.6,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,25/2/1981,TSSs,2,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/3/1981,pH,8.3,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,11/3/1981,DO,9.4,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,12/3/1981,pH,7.8,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,12/3/1981,TSSs,83,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/3/1981,BOD,1,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,24/3/1981,pH,8.2,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,24/3/1981,TEMP,18.2,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,26/3/1981,DO,8.9,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,26/3/1981,TEMP,14.8,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,7/4/1981,BOD,9.8,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/4/1981,DO,10.6,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/4/1981,TEMP,13.1,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/4/1981,BOD,0.6,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/4/1981,TSSs,60,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/4/1981,pH,8.3,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,22/4/1981,DO,7,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,27/4/1981,pH,7.6,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,27/4/1981,TSSs,371,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,6/5/1981,pH,7.9,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,6/5/1981,TEMP,23.5,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/5/1981,BOD,1.2,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,13/5/1981,DO,7.5,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,13/5/1981,TEMP,22.5,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,21/5/1981,BOD,0.3,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,21/5/1981,TSSs,184,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,22/5/1981,DO,8.7,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,22/5/1981,TEMP,20,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,22/5/1981,TSSs,579,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,25/5/1981,BOD,0.2,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,5/6/1981,DO,7.8,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/6/1981,pH,8.6,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,8/6/1981,pH,7.5,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,8/6/1981,TSSs,164,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,23/6/1981,pH,8,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,23/6/1981,TEMP,28.6,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,24/6/1981,DO,7.1,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,24/6/1981,TEMP,29.1,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/7/1981,BOD,1.2,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/7/1981,BOD,0.7,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/7/1981,TSSs,437,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,13/7/1981,BOD,0.3,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/7/1981,DO,7.6,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/7/1981,TEMP,29,Deg C,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,22/7/1981,DOC,7.500004708,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,22/7/1981,NO3N,0.51951963,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,22/7/1981,pH,8.01,pH,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,22/7/1981,TSSs,1420,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,23/7/1981,DO,6.5,mg/l,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,24/7/1981,DO,6.7,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,27/7/1981,pH,7.6,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,27/7/1981,TSSs,954,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,6/8/1981,DIP,0.009137035,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,6/8/1981,NO2N,0.013096545,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,6/8/1981,pH,8,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,6/8/1981,TEMP,28.8,Deg C,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,6/8/1981,TEMP,29,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/8/1981,pH,8,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,10/8/1981,DO,6.8,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,10/8/1981,TEMP,30.9,Deg C,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,12/8/1981,NO3N,0.123331635,mg/l,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,12/8/1981,pH,8.08,pH,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,12/8/1981,TSSs,51800,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,18/8/1981,DO,6.5,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/8/1981,BOD,1.6,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,21/8/1981,BOD,0.5,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,21/8/1981,TSSs,156,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,25/8/1981,BOD,0.7,mg/l,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,29/8/1981,DIP,0.010437901,mg/l,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,29/8/1981,DOC,7.200005961,mg/l,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,29/8/1981,NO2N,0.001218609,mg/l,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,29/8/1981,TEMP,25.4,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/9/1981,DO,7.9,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,7/9/1981,pH,7.5,pH,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/9/1981,TEMP,23.8,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/9/1981,DO,6.5,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,20/9/1981,DOC,3.299998228,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,20/9/1981,NO3N,0.460788279,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,20/9/1981,pH,7.9,pH,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,20/9/1981,TSSs,1560,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,21/9/1981,DO,8.4,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/9/1981,pH,7.9,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,21/9/1981,TEMP,22.8,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,21/9/1981,TSSs,521,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,22/9/1981,pH,8.3,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,22/9/1981,TEMP,28,Deg C,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,24/9/1981,DO,7.7,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/10/1981,BOD,1.1,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,7/10/1981,BOD,0.9,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,7/10/1981,TSSs,109,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,10/10/1981,DIP,0.010437901,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,10/10/1981,NO2N,9.10E-04,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,10/10/1981,TEMP,18,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,14/10/1981,BOD,0.6,mg/l,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,15/10/1981,NO3N,0.086731344,mg/l,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,15/10/1981,pH,8.2,pH,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,15/10/1981,TSSs,24700,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/10/1981,DO,10.1,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/10/1981,TEMP,12.9,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,22/10/1981,DO,7.7,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,26/10/1981,DO,8.5,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,26/10/1981,pH,8.1,pH,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,29/10/1981,DOC,14.5000035,mg/l,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,29/10/1981,TEMP,10.9,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,5/11/1981,pH,8.5,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,5/11/1981,TEMP,22.2,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/11/1981,pH,8,pH,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,8/11/1981,DOC,13.59999525,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,8/11/1981,NO3N,0.361408614,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,8/11/1981,pH,8.09,pH,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,8/11/1981,TSSs,270,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,9/11/1981,DO,9.3,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,9/11/1981,TEMP,13.3,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,9/11/1981,TSSs,331,mg/l,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,15/11/1981,DO,10.5,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,18/11/1981,DIP,0.008145899,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,18/11/1981,NO2N,0.008222109,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,18/11/1981,TEMP,12.5,Deg C,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/11/1981,BOD,1.9,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,23/11/1981,BOD,0.3,mg/l,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,23/11/1981,DIP,0.008796332,mg/l,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,23/11/1981,NO2N,0.005476737,mg/l,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,23/11/1981,pH,8.3,pH,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,23/11/1981,TSSs,8820,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,24/11/1981,BOD,0.4,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,24/11/1981,TSSs,79,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/12/1981,DO,14.2,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/12/1981,TEMP,0.8,Deg C,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,8/12/1981,DO,9,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,9/12/1981,pH,8.2,pH,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,10/12/1981,TEMP,2,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,21/12/1981,DO,10.2,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/12/1981,pH,8.3,pH,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,21/12/1981,TEMP,9.3,Deg C,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,21/12/1981,TSSs,174,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,24/12/1981,pH,8.3,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,24/12/1981,TEMP,14.5,Deg C,Global River Water Quality Archive (GRQA)
186,116.9969174,36.72746284,28/12/1981,DO,13.6,mg/l,Global River Water Quality Archive (GRQA)
190,118.7356051,32.10644199,30/12/1981,DO,12.1,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,5/1/1982,BOD,0.7,mg/l,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,5/1/1982,TSSs,32,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,7/1/1982,BOD,3.5,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,9/1/1982,BOD,0.8,mg/l,Global River Water Quality Archive (GRQA)
205,114.8288889,30.58305556,19/1/1982,pH,8.1,pH,Global River Water Quality Archive (GRQA)
188,112.45,23.06916667,20/1/1982,DO,9.5,mg/l,Global River Water Quality Archive (GRQA)
185,116.9833333,36.73333333,21/1/1982,DO,14.3,mg/l,Global River Water Quality Archive (GRQA)
